UNIPROT	SYMBOL
P42773	CDKN2C
A6PVN3	CRAT
P43378	PTPN9
P46109	CRKL
H7C213	MTIF2
P46783	RPS10
P47224	RABIF
A0A024RAH1	LIMS2
P49137	MAPKAPK2
P49247	RPIA
P49716	CEBPD
H3BN04	MTHFS
P50583	NUDT2
C9JCQ9	HLCS
D3DP68	C2orf27
H7C1C4	HCFC1
P52815	MRPL12
I3L3A0	NUBP1
P53609	PGGT1B
A0A087WX41	CLTCL1
E5RK35	TPD52
H3BQQ4	GFER
P56134	ATP5MF
P56282	POLE2
A0A087WYL1	CTBP2
P57060	RWDD2B
P58012	FOXL2
C9JL85	MTPN
P58557	YBEY
H3BQ50	GABARAPL2
F8WCB9	UBE2G2
A0AUL6	ACTB
P61026	RAB10
A0A024R682	MAX
P61457	PCBD1
A0A024R0A2	RPL37
P61952	GNG11
P62072	TIMM10
F8W0W6	SNRPF
P62312	LSM6
P62380	TBPL1
P62699	YPEL5
P62875	POLR2L
P62877	RBX1
H0Y9V2	UBE2B
P63172	DYNLT1
P63218	GNG5
D3DTZ5	SUPT4H1
P68431	H3C1
P68431	H3C10
P68431	H3C11
P68431	H3C12
P68431	H3C2
P68431	H3C3
P68431	H3C4
P68431	H3C6
P68431	H3C7
P68431	H3C8
Q71DI3	H3C13
Q71DI3	H3C14
Q71DI3	H3C15
P78345	RPP38
A0A087WT35	PIP4K2B
O43263	hRED1
K7EJU2	TXNL4A
B8ZZY7	SERF2
Q00577	PURA
Q01658	DR1
A0PJA7	OTUD4
B0YJ58	TAGLN
Q02086	SP2
I3L449	DHODH
E9PJM0	PTS
Q05682	CALD1
E5RGE5	ZFAND1
A0JLU5	ESF1
Q05DB4	HEBP2
A0A024R9Q8	RBPSUH
Q07817	BCL2L1
Q08AE8	SPIRE1
A0A024RA21	SCRN1
Q13325	IFIT5
Q13371	PDCL
K7EIN4	TMED1
Q13541	EIF4EBP1
A0A024R0I0	DYRK1B
Q13643	FHL3
Q13825	AUH
A0A075B6E4	VGLL4
H0Y5H6	UBAP2L
Q14191	WRN
E9PI42	FRG1
Q14410	GK2
C9JAM8	PLS1
Q14657	LAGE3
Q14681	KCTD2
Q14693	LPIN1
Q15067	ACOX1
Q15072	ZNF146
Q15124	PGM5
H3BSS4	PCBP2
Q15475	SIX1
Q15542	TAF5
D3DUQ6	TEAD4
E7EWM1	NCOA2
H3BMF5	SLC9A3R2
Q15628	TRADD
H0YK63	TRIP4
A0A087WZE9	HMGN3
A2VCR0	MAPRE1
Q15742	NAB2
Q15814	TBCC
F8WCA0	VAMP2
Q15843	NEDD8
Q15911	ZFHX3
Q16514	TAF12
Q16626	MEA1
Q16666	IFI16
M0QYV5	CLPP
A0A024R3U5	GUK1
A0A087WYS4	CA9
B4DND0	UPP1
A7MAV4	UBE2Q1
Q2L6J2	ZNRD1
A0A024R9B1	C8orf38
Q3B726	POLR1F
Q3SXZ0	SCAI
D6R9Y1	PAIP2
F8WEL9	COX19
Q4G148	GXYLT1
F5GX20	ACSF3
Q4G1C4	ZADH2
A0A087WU28	MRPL51
G3V0I9	DECR2
A0A024RBT2	hCG_1782202
E9PE85	COMMD1
D6R9R5	SAR1B
B4DMQ7	TP53I3
A0A087WYW7	HIKESHI
A0A087WYF8	PDLIM3
H3BN11	TXNL4B
B8ZZI9	AFTPH
Q53RD8	LOC84524
C9J2C7	NT5C1B-RDH14
Q53S33	BOLA3
B5MC96	HS1BP3
E9PLM9	VPS28
D6RD77	OCIAD2
Q58A45	PAN3
A0A087WX48	APOBEC3D
Q5BKU9	OXLD1
A6PVK2	TTPAL
Q5EBL4	RILPL1
Q5EBL8	PDZD11
Q5HYI7	MTX3
C9JXM3	RABL3
J3KRY6	SLC25A19
A0A087WTD5	NOMO2
Q5JS36	PROSER1
Q5H9R5	DKFZp781F05101
Q5JTC6	AMER1
H0YD16	TOR1AIP1
Q5JU69	TOR2A
Q5T0W9	FAM83B
Q5T170	PYGO2
A0A024RAU3	hCG_2009593
Q5T1Z0	LHPP
Q5T440	IBA57
Q5T5I6	GOLPH3L
Q5T5X7	BEND3
Q5T9Z0	TEDDM1
D6R994	LYRM7
Q5VUA4	ZNF318
Q5VVQ6	YOD1
Q5W0B1	OBI1
K7EIR2	MICOS13
K7EL01	FBXW9
Q64LD2	WDR25
Q68CZ6	HAUS3
Q68D85	NCR3LG1
D6R9D4	SMAD5
E9PLD0	RAB1B
Q6GMV3	PTRHD1
H0YJ04	RALGAPA1
Q6IAH1	JDP1
C9J451	NAA80
K7ELI9	SDF2
E5RJL4	NCAPH2
A0A088AWK4	GGA1
A0A087WZC1	MRM1
H0YJ05	STON2
Q6P161	MRPL54
Q6P2P2	PRMT9
Q6P587	FAHD1
K7ER58	ALKBH5
Q6PCE3	PGM2L1
Q6PD74	AAGAB
A0A087WYA9	CCDC174
E9PL10	BTF3L4
Q6PJD5	SHARPIN
H3BMH3	WDR59
Q6PL24	TMED8
Q6UW78	UQCC3
A6PWM2	CRELD2
Q6Y288	B3GLCT
F8W7E1	PPP1R21
A0A024R1L4	OSBP2
Q6ZSJ8	C1orf122
Q6ZUT6	CCDC9B
B7Z2L7	TOM1L2
Q6ZYL4	GTF2H5
B5MCM0	TEAD3
Q7L3T8	PARS2
Q7L5L3	GDPD3
C9J8U3	APTX
B0QZ40	COMMD6
H0UI52	HDDC2
J3KQP8	PTAR1
H0YL03	ARPIN
Q7Z6R9	TFAP2D
C9JES7	CMC1
Q7Z7K6	CENPV
B0AZV9	TRAPPC6B
J3QSS7	ISCA2
Q86U70	LDB1
H0YJY9	PRPF39
Q86UQ4	ABCA13
E9PJ16	CCDC84
H7C193	NT5DC3
Q86V81	ALYREF
Q86VX2	COMMD7
Q86WC4	OSTM1
F5H0B6	NR2C2AP
K7ER24	CCDC43
F8WBW1	COMMD2
Q86XK3	SFR1
Q86Y97	KMT5C
Q86YR5	GPSM1
H7BZE0	RBM45
A0A087WWR2	MAZ
Q8IV50	LYSMD2
B0QYH2	HSCB
Q8IYD1	GSPT2
Q8IYH5	ZZZ3
Q8IYL3	C1orf174
Q8IYQ7	THNSL1
Q8IYS1	PM20D2
Q8IYT2	CMTR2
Q8N0Z6	TTC5
J3KTG4	PUSL1
Q8N108	MIER1
Q8N129	CNPY4
Q8N142	ADSS1
C9J5N7	ARMC10
A0A087WT10	CENPS-CORT
B4DLH2	C2orf18
I3L3N0	SRR
B0QY86	MICALL1
Q8N3J3	HROB
D6RGI6	GRPEL2
D6RAV8	CBR4
Q8N4V1	MMGT1
E5RH91	SMIM20
Q8N5L8	RPP25L
C9J2Q2	ATPAF2
A6NLU8	MSL3
Q8N612	FAM160A2
Q8N6N3	C1orf52
Q8N8R3	SLC25A29
Q8N9B5	JMY
J3QKZ5	C19orf47
Q8NB15	ZNF511
Q7Z658	DKFZp779F115
Q8NBX0	SCCPDH
A8K3C2	NECAP1
Q8ND82	ZNF280C
A5YM43	PHC3
H0Y362	SLC30A7
Q8NEX6	WFDC11
Q8NFG4	FLCN
F8VZZ2	STXBP6
Q8NG68	TTL
A0A075B6E8	PATJ
Q8NI37	PPTC7
Q8TBN0	RAB3IL1
J3KRC4	NT5C
H0YDZ4	PREX1
Q8TD08	MAPK15
G5E931	BLOC1S5
Q8TEA1	NSUN6
F6K7K3	ABHD5
H0Y996	C15orf40
Q8WUW1	BRK1
D6REK2	TRIM41
Q8WV74	NUDT8
B8ZZL5	MITD1
E5RFP0	NUDCD2
Q8WVY7	UBLCP1
Q8WXA9	SREK1
B8ZZ85	GEMIN6
Q8WXI4	ACOT11
Q92539	LPIN2
Q05BV8	TOPBP1
Q0VAM5	TSC1
Q05CP0	ANKS1A
A0PJA9	ERCC4
E9PP19	CUL5
Q7Z2T2	MST074
Q96AQ8	MCUR1
Q96BD5	PHF21A
Q96BH1	RNF25
A6NJX6	CHCHD1
B4E101	TAMM41
Q96BZ8	LENG1
Q96C90	PPP1R14B
A0A024R0Q9	ADCK4
F2Z3A7	DNAJC19
F8WEF8	ESS2
Q96DP5	MTFMT
Q96E14	RMI2
Q96EK4	THAP11
Q96EL2	MRPS24
B9A051	MRPL53
H3BN84	SGF29
Q96FJ2	DYNLL2
A0A024R595	SIPA1
Q96G25	MED8
Q96GS4	BORCS6
Q96GX2	ATXN7L3B
B4DY17	APIP
Q96H35	RBM18
Q96H79	ZC3HAV1L
Q96HJ3	CCDC34
Q96HJ9	FMC1
Q96HR3	MED30
C9JWN1	DHTKD1
Q96IZ5	RBM41
A0A087WTH9	COG3
Q96LD4	TRIM47
E9PPV2	RNPC3
Q96MH2	HEXIM2
H7C389	WDR92
I3L1U0	RILP
Q96NC0	ZMAT2
K7ELM1	ANKRD27
F5GZ54	MCEE
B1AL33	UHRF2
C9IZY8	FMNL2
Q96RK1	CITED4
A0A024RCU9	SRPK1
Q99496	RNF2
C4TNW8	RAD9A
B2ZGL7	MGLL
B4DQM3	C7orf25
E9PLB0	RBM4B
G3V2M2	ZFYVE21
B4E1W3	NUDT12
Q9BRP1	PDCD2L
J3KTI2	MIEN1
E5RGP0	UTP23
Q9BRX8	PRXL2A
K7ENF5	TIMM29
Q8N9Q7	CCDC44
Q9BST9	RTKN
Q9BT25	HAUS8
Q9BT30	ALKBH7
Q9BTL3	RAMAC
G3V5B9	THTPA
Q53SX2	MGC11266
Q9BUA3	SPINDOC
Q5TBE2	ISCA1
Q9BUL9	RPP25
B8ZZT4	VAMP8
A0A024R6U1	KATNB1
C9J4K0	C2orf49
Q5JQQ2	DPCD
F8WDR2	TRMT61B
B1AH56	IFT27
Q9BWD3	RTL8A
Q9BWG6	SCNM1
Q9BWJ5	SF3B5
A0A087WTC6	MND1
A0A087WTL4	BCL2L13
H0YJA8	GON7
Q5NT82	ITPA
C9JPQ6	GNB1L
Q9BYE7	PCGF6
Q9BYG5	PARD6B
Q9BYN0	SRXN1
C9J6R3	CEP41
A0A087WY59	PUS3
K7EJ02	UBXN6
B4E283	API5
B4DIS3	LOC84661
A8DPD7	ZYG11B
Q9C0I1	MTMR12
H7BYU9	C20orf27
Q9GZP8	IMUP
E9PJE4	COMMD5
C9J038	WWTR1
E9PI90	TMEM126A
C9J3Q3	FAM107B
A0A087WV29	NAT10
B8Y6Z5	ILKAP
B2RBJ8	QRSL1
A0A024RBI3	NIFUN
F6TR96	TRIOBP
Q9H3H3	C11orf68
Q9H3Y8	PPDPF
Q8TET0	FLJ00095
Q9H467	CUEDC2
Q9H477	RBKS
Q9H496	TOR1AIP2
Q9H4G0	EPB41L1
Q9H5K3	POMK
A6NGY7	BICC1
B0QY51	CCDC134
Q9H6K4	OPA3
Q2M2F3	SUDS3
Q9H840	GEMIN7
Q9H867	VCPKMT
Q9H8G2	CAAP1
Q9H8K7	PAAT
Q9H9L3	ISG20L2
Q5JYG3	GPN2
A0A024R8E7	UCK1
M0QXA2	TBC1D17
Q5VVM3	PPCS
E5RHR6	ZNF706
Q9HBL7	PLGRKT
C9J799	LYRM4
Q9HD47	RANGRF
Q9NP74	PALMD
H0YM60	NOP10
M0R100	CD320
G3V249	OSGEP
A0A087WW36	ACP6
Q9NPJ8	NXT2
H7C488	LZTFL1
Q9NQ50	MRPL40
H9KV77	COPRS
Q9NQE9	HINT3
Q9NQH7	XPNPEP3
Q9NQS1	AVEN
Q9NQT5	EXOSC3
Q9NQZ2	UTP3
Q9NR33	POLE4
B0R0U3	SMYD2
F6RWC2	SDR39U1
H3BN28	CMC2
F8W9V1	SDHAF3
Q9NRY2	INIP
B0QYI1	TBC1D22A
E5RG38	LYRM2
Q9NUD5	ZCCHC3
Q9NUG6	PDRG1
Q9NUP1	BLOC1S4
Q9NV35	NUDT15
Q9NV56	MRGBP
Q5SV16	ATAD3A
F5GX47	FGFR1OP2
J3QQV6	PNPO
E5RHK3	ARMC1
J3KTK5	MED9
F8WBZ0	FKBP14
Q9NWQ9	C14orf119
Q9NWY4	HPF1
Q9NX08	COMMD8
Q9NXF7	DCAF16
K7EPN7	FBXL12
A0A075B7D2	BABAM2
H3BSS5	KCTD5
Q9NXW9	ALKBH4
C9J3F7	MAP3K20
Q9NYP9	MIS18A
Q9NZ09	UBAP1
C9J6I8	SMARCAL1
C9JMQ4	NCKIPSD
Q9P021	CRIPT
Q9P032	NDUFAF4
I3L2Q0	MED11
C9J3I2	KCMF1
Q9P0T4	ZNF581
Q5SZC9	ABRACL
A2VCM1	KIAA1543
Q9P242	NYAP2
B4DV59	RCOR3
A0A024R2B8	MBD2
H0Y4E5	COMMD3
Q9UBV8	PEF1
B4DNN2	DNAJB4
Q9UEG4	ZNF629
C9JUJ0	CGGBP1
A0A024R1K5	PISD
A9JX13	TCF20
Q9UHB4	NDOR1
Q9UHK0	NUFIP1
E9PL19	PUF60
I3L2E3	LCMT1
Q9UIL1	SCOC
Q32Q39	HOOK1
H0YG30	HSPB8
Q9UK22	FBXO2
A0A024RD77	FBXO9
Q9UKK6	NXT1
Q9ULL0	KIAA1210
Q9ULM6	CNOT6
A8MVI5	ISY1
B0QY70	MAFF
C9J8Q1	NFU1
Q9UMX1	SUFU
H7C276	PLCL2
M0QXS3	GINS2
Q9Y294	ASF1A
A0A024RAW5	STK38L
J3KRD1	EPB41L3
Q9Y2Q5	LAMTOR2
A0A087X0U2	POLR1D
H3BNU9	CARHSP1
Q9Y333	LSM2
B1AMU3	EXOSC1
I3L0P8	MED31
Q9Y3C8	UFC1
Q9Y3E2	BOLA1
H7BZ77	TSC22D4
J3QL92	MTCL1
Q9Y4K3	TRAF6
Q9Y4U1	MMACHC
M0QXB0	LSM4
E9PIR3	TIMM8B
Q9Y5U9	IER3IP1
C9JBL1	SPCS1
C9JGB6	SCIN
H7BZW6	SAP18
A0AV02	SLC12A8
A2A2Y8	COL17A1
A4F3W0	CYP1A1
A5D8W3	ABCB8
A6H8L4	ADAM17
A6H8Z7	LCLAT1
A6NDW6	ALG8
A6NGR9	MROH6
A6NHV6	PKMYT1
A6NIZ0	NDEL1
A6NJI1	C11orf86
A6NJX0	ST6GALNAC4
A6NJZ6	IGSF3
A6NKF9	GPR89B
A6NL66	LRRC42
A6NLH6	CNIH4
A6NM95	SEMA6D
A6QRH6	FAM3A
A7UKX8	MDM2
A8K040	CSNK1G3
A8K2U0	A2ML1
A8K327	NEU3
A8K9T0	CCPG1
A8MST6	CEP78
A8MUE8	PHF20L1
A8MVG1	FXYD5
A8MWQ5	COL25A1
A8MXF9	POM121
A8MXP7	MFSD12
A8MY43	BCKDK
A6NGS0	UBE2J2
A8MZ84	LAIR1
A8MZE6	CENPN
A9UJP8	TTC38
B0AZS9	BNIP3L
B0QY62	SUN2
B0QYQ2	TRIB3
B0QZ72	PHF19
B1AHL2	FBLN1
B1AN15	KIAA0319L
B1AVT0	CLK2
B1B1G1	PLP1
B1Q2X3	TAF1
B2RTR6	PCNX1
B3KV61	UXS1
B3KXK7	LETMD1
B3KXV1	SLC38A9
B3KXX3	SLC12A6
B3V0L1	ARL6IP4
B4DDG1	UBE2L3
B4DDH7	ABHD4
B0QY84	MRTFA
B4DHS8	WDR41
B4DI49	PER1
B4DIG0	CDC25B
B4DLP8	CDCA7
B4DMZ1	SLC26A6
B4DN26	PLAT
B4DR12	MGRN1
B4DSM5	ZNF512
B4DTA3	SLC25A46
B4DUE9	SERINC3
B4DW75	EFEMP1
B4DXR9	ZNF732
B4DZ31	PARPBP
B4E099	DBF4B
B4E0K2	TRAM1
B4E0Y4	BMP5
B4E1G1	DERL1
B2CI53	SLC4A7
B5MCB3	KMT5B
A6NGU5	GGT3P
B5MCS1	SIRT2
B5MDE0	RFT1
B2RCS5	ACTN2
B7WPR2	TMPRSS3
B7Z228	BTBD10
B7Z7P5	MARCHF7
B7Z7Y1	RAPGEF6
B7Z4L1	ST7
B7ZLE6	NPC1L1
B8ZZX2	COQ10B
B8ZZX6	STEAP3
B9A069	ORMDL1
B9ZVQ3	MBTPS2
C9IY79	PLD1
A6NFA1	TRABD2B
C9J0W7	ADIPOR1
C9J0X4	HDAC4
C9J0Y1	NFE2L2
C9J0Y7	FBXL3
C9IYS6	SEMA3F
C9J266	RNF123
C9J3C8	TMEM248
C9J4I9	PXDN
C9J4K5	DONSON
C9J586	ARHGEF3
C9J5S8	ZNF3
C9IYD3	ANO10
C9J8K6	SLC19A1
C9J124	IP6K2
C9JA65	IFRD1
A2RRM7	BBX
C9JAL9	ASPSCR1
C9JGI3	TYMP
C9JHU5	TNS3
C9JN98	SERPINE2
C9JPL0	CCNL1
C9JTH1	IL36RN
C9JVQ5	FARP2
C9JXM5	TIPARP
D3YTB5	IRAK1
D6R952	MSMO1
D6R992	RELB
D6R9H7	ATP5MC1
D6R9M9	SLC41A3
D6R9V3	CC2D2A
D6RA37	TUSC3
D6RB26	SLC25A36
D6RBB5	MGST2
D6RBS5	ELMOD2
D6RBX6	SDHC
D6RCC5	CCNG1
D6RC47	PRELID1
D6R9N3	MFSD10
D6RA04	YIPF3
B7Z6X4	CCNI
D6RBA7	SNX14
D6RJI3	FBN2
B1AL11	LZTS2
E5RFK5	CCNC
E5RFY4	CEP57L1
E5RGI6	LY6E
E5RGS2	REEP4
E5RFN8	MPP2
E5RK49	FCHSD1
B4DKC7	PIGG
C9IZW4	BRCA1
E7EN91	TRAIP
E7ENX6	LRFN4
E7EPH8	GRAMD1B
E7EQH1	BBS1
E7EQU7	MCM8
E7ER26	PRDM15
E7ERL6	MAST2
E5RFS0	TOP1MT
B4DM23	SMPD4
E7EUE5	ALDH2
E7EVG6	PPRC1
E7EVI7	RNF145
B5MCY4	PRAME
E7EWD6	ASXL2
E7EWM7	TERF1
E7EWM8	KIAA0586
E7EX20	TTLL4
E7EX60	NRP1
B5MDG3	TEDC1
E9PAT7	MAD2L1BP
B4DZ85	NCOA4
E9PAX7	C11orf49
E7EMC5	AFF1
E9PC53	SETD6
E9PCD7	MAN2B2
E9PCF4	KLHL5
E9PDB9	CLCN7
C9JPV1	SLC6A6
E9PDY5	HS6ST2
C9JT09	CEP192
E7ERS5	VRK2
E9PGD1	HERPUD1
A8MUB7	CPLANE1
E9PHH3	SDC1
E9PHH8	PIAS3
E9PIJ0	PDE8A
E9PJD1	SLC35F2
E9PJF5	BRMS1
E9PKX1	TUT4
E9PM19	TYK2
E9PKU8	TAF1D
E9PIG5	RHOD
E9PNE5	UNC93B1
E9PNG1	TMEM63B
E9PLU3	NAV2
E9PJN2	SGK1
E9PRM7	SLC22A18
E9PKP8	FADS3
B4DW68	CSF2RA
F5GX24	G2E3
F5GX28	KDM4B
F5GX45	UCP2
F5GXE7	LTBR
F5GXX5	DAD1
F5GZC0	SERPINB7
F5GZU4	CCDC120
E7EPI4	L1CAM
F5H0L1	CUL7
A8MXH5	COL4A6
B4E0J7	RRN3
B4DRL8	SEMA3C
D6RAX3	PCDH1
F5H3M5	KLF6
E5RGR9	YIPF5
E9PJW4	WLS
F5H523	KLHL42
C9IZE3	ZNF808
F5GWV3	UTY
F5H6C8	MAVS
F5H7J9	LRP6
F5H837	RBL2
F8VPC9	HES7
F8VR31	DNA2
F8VSE7	E2F7
F8VUX9	WDR90
F8VV32	LYZ
F8VVT9	AGAP2
F8VX04	SLC38A1
F8VR82	PPP1CC
F8W1B3	CHPT1
C9J035	SLC4A2
F8W6N6	MYBL2
A0PJ83	REST
F8WBE0	CKAP2L
F8WBG6	TM4SF1
F8WCD0	RNF149
F8WD88	CENPA
F8WDQ7	CASD1
C9JL93	SERPINB13
G3V1N3	GAS2L3
G3V2D8	ZFYVE26
G3V2K1	PPP2R3C
G3V3U1	SIVA1
G3V3A0	SERPINA3
E9PK51	LGR4
C9J974	TTC14
G5E9Y9	NEDD9
G5EA07	PWWP2A
H0Y2P2	NGLY1
H0Y3N9	PHF8
H0Y5M2	L3MBTL2
H0Y7V4	DNAH8
H0Y8A7	NDFIP2
H0YBS3	BPNT2
H0YKY4	SECISBP2L
H0YM98	CHRNA5
H0YMN5	INO80
H0YLK9	RNF111
H0YNK6	TYRO3
H0YNW7	GNB5
H3BLY2	BORA
H3BM54	METTL9
H3BM72	REXO5
H3BMF4	SPNS1
H3BNF1	CLN6
H3BPF5	RPGRIP1L
H3BQC4	TGFB1I1
H3BQZ4	E4F1
H3BR83	NFATC3
H3BPY3	EARS2
H3BRL0	BBS2
H3BSH2	CIAO3
F5H8D5	FANCA
H7BXS8	YIF1B
B1AKN3	RERE
H7C285	TSPAN15
I3L0X6	CTDNEP1
I3L1Y9	FLYWCH2
O00204	SULT2B1
F5H213	WWP2
O00391	QSOX1
H7C562	SLC33A1
E9PFW2	MANBA
O00560	SDCBP
O00716	E2F3
O00767	SCD
O14730	RIOK3
O14977	AZIN1
O15120	AGPAT2
O15297	PPM1D
O15403	SLC16A6
H0Y8Q6	ABCC3
B7Z3Q7	ABCC4
A5PKY6	ABCC5
O15554	KCNN4
O43187	IRAK2
O43286	B4GALT5
E9PLG8	GPAA1
O43593	HR
O43781	DYRK3
B4DKJ2	MARCHF6
O60346	PHLPP1
C9J5U3	HBP1
O60487	MPZL2
O75051	PLXNA2
O75110	ATP9A
O75182	SIN3B
O75342	ALOX12B
O75427	LRCH4
O75509	TNFRSF21
H0Y9G5	WFS1
C9J858	RNF8
O94886	TMEM63A
O94898	LRIG2
D6RCC2	DKK2
H0YDM2	SOGA1
O95382	MAP3K6
O95427	PIGN
O95562	SFT2D2
O95674	CDS2
O95751	LDOC1
F2Z3H2	ABHD16A
E5RHN2	CCNE2
P00156	MT-CYB
P00395	MT-CO1
P00746	CFD
P00846	MT-ATP6
C9J0E4	CSTA
P02452	COL1A1
P03891	MT-ND2
P03897	MT-ND3
P03905	MT-ND4
P03915	MT-ND5
P03923	MT-ND6
P04279	SEMG1
E7EMR6	TP53
P05089	ARG1
P05109	S100A8
P06702	S100A9
H3BMT2	ABHD2
A8MX94	GSTP1
H0YKB2	FURIN
P0C869	PLA2G4B
A9UF01	BCR/ABL
P11309	PIM1
C9JG30	ODC1
B7ZKR5	BMP1
H3BNP7	CYBA
P13726	F3
P15085	CPA1
P16401	H1-5
A2RRD8	ZNF320
P17301	ITGA2
P17693	HLA-G
B1AHH1	XBP1
P18510	IL1RN
P18847	ATF3
P18850	ATF6
P19532	TFE3
E9PHF0	FLNA
B4DWR7	TGM1
P23769	GATA2
P24390	KDELR1
F8VYK9	IGFBP6
B7Z2B6	APC
P27482	CALML3
P29373	CRABP2
P29508	SERPINB3
P30414	NKTR
B7Z8J4	NMT1
P30872	SSTR1
P31151	S100A7
P31944	CASP14
P34810	CD68
E9PL83	ADM
P35555	FBN1
P36406	TRIM23
E9PEE1	GGCX
P38936	CDKN1A
D6RH03	IL6ST
P40617	ARL4A
H3BUD3	CCNF
P41273	TNFSF9
F5GXF2	HAL
P42677	RPS27
P42684	ABL2
D6RF33	LIFR
P45877	PPIC
P47929	LGALS7
P47929	LGALS7B
P48201	ATP5MC3
B4DE85	PTDSS1
D6RIW3	CAMLG
P49411	TUFM
E7ES96	PSEN1
B3KUB2	RGS3
P50616	TOB1
P52569	SLC7A2
P53794	SLC5A3
P54760	EPHB4
P55017	SLC12A3
P55291	CDH15
P56589	PEX3
P57059	SIK1
P57086	SCAND1
P60059	SEC61G
E9PKL7	RAB2A
F8WBD0	SELENOT
E7END7	RAB1A
P62987	UBA52
B4E2V1	GNAI1
P78333	GPC5
P78344	EIF4G2
C9J2M4	SRPK2
P78545	ELF3
P98160	HSPG2
P98168	ZXDA
B1AKU2	XIAP
Q00526	CDK3
Q00597	FANCC
B4DE26	B4GALNT1
Q01469	FABP5
E7EUB5	XPC
Q02413	DSG1
E9PCY5	TOP2B
Q03111	MLLT1
E9PCT5	CAV1
Q03252	LMNB2
Q03405	PLAUR
E9PFM1	EIF4G1
H7C3Z8	MST1R
Q05923	DUSP2
Q05BS2	SLC49A4
Q06055	ATP5MC2
H0YJI8	LRP1
A8W6Z8	PPP3CA
Q08554	DSC1
Q0VF96	CGNL1
C9JFY0	SCAP
Q12794	HYAL1
Q12796	PNRC1
Q13115	DUSP4
Q13118	KLF10
Q13352	ITGB3BP
Q13395	TARBP1
Q13415	ORC1
E9PM12	TCIRG1
Q13835	PKP1
D6RBI8	DELE1
C9JLA2	BTG3
Q14207	NPAT
Q14210	LY6D
Q14315	FLNC
O75084	FZD7
F5H1B7	NFE2L1
Q14512	FGFBP1
G5E943	SLC29A2
Q14571	ITPR2
Q14574	DSC3
E5RFT1	SLC39A14
Q15149	PLEC
Q15327	ANKRD1
Q15646	OASL
Q15678	PTPN14
Q16533	SNAPC1
Q16560	SNRNP35
B3KU25	PDK4
Q16690	DUSP5
Q16739	UGCG
B4DZ34	DGKH
B0YJ33	LAMA3
E5RGJ8	LY6K
F5H765	TMEM132A
F5H1L7	DPY19L2
Q2QGD7	ZXDC
Q2VPB7	AP5B1
E9PK39	LRRK1
Q3SYB4	SERPINB12
A4PB68	GON4L
Q3T906	GNPTAB
Q3ZAQ7	VMA21
H0Y7Q8	LONRF3
E9PJ57	ZBED5
Q4ZIN3	TMEM259
Q504T8	MIDN
C9JKH7	FNDC3B
Q53RT3	ASPRV1
C9JW92	SGO2
Q567V2	MPV17L2
Q56A73	SPIN4
Q5BJF2	TMEM97
Q5C9Z4	NOM1
D6RB62	DDX60L
B0QYY0	PHF20
Q5MY95	ENTPD8
Q5SQL3	HIPK1
Q5SXH7	PLEKHS1
Q5SXM2	SNAPC4
Q5T532	BLZF1
C9J600	MCM10
Q5T6F0	DCAF12
Q5T8A7	PPP1R26
Q5T953	IER5L
Q5TA31	RNF187
E9PL61	DEPDC1
Q5TDG9	DNAJC16
Q5TGY1	TMCO4
Q5U651	RASIP1
Q5VST6	ABHD17B
Q5VUG0	SFMBT2
Q5VV17	OTUD1
Q5W0V3	FAM160B1
Q643R3	LPCAT4
Q66K64	DCAF15
Q68CL5	TPGS2
Q68CP4	HGSNAT
C9J880	GLT8D1
D6RCE1	SEL1L3
Q6AZY7	SCARA3
Q6EMK4	VASN
H0YM59	ZNF770
Q6NSJ5	LRRC8E
Q6NT55	CYP4F22
B7Z3N3	LPCAT3
B4DZN9	ARHGAP11A
Q6P9G0	CYB5D1
Q6PCB6	ABHD17C
Q6PCB7	SLC27A1
Q6PI78	TMEM65
Q6PML9	SLC30A9
Q6UB99	ANKRD11
Q6UWB1	IL27RA
Q6ZNF0	ACP7
Q6ZTW0	TPGS1
Q6ZVX7	NCCRP1
F8VR71	TMTC3
C9JPH0	CREB3L2
Q7KZN9	COX15
E9PJS7	LRRC8D
Q7L2Z9	CENPQ
H3BP32	FA2H
Q7Z2Z1	TICRR
C9IYZ9	ATG9A
H0YHW7	LRP10
C9J5B3	KCTD20
Q7Z7A3	CTU1
Q7Z7G8	VPS13B
Q86SG5	S100A7A
F5H2L1	ADGRG6
Q86UY5	FAM83A
Q86XP0	PLA2G4D
Q86YD1	PTOV1
Q86YJ7	ANKRD13B
Q8IUC6	TICAM1
Q8IUW1	ANKRD10
Q8IV01	SYT12
Q8IV32	CCDC71
Q8IVG5	SAMD9L
Q8IWB1	ITPRIP
Q8IWU2	LMTK2
Q8IWZ6	BBS7
H0Y6T6	NRM
Q8IXW5	RPAP2
Q8IXX5	TMEM183A
Q8IXZ2	ZC3H3
B2RTQ9	FANCM
Q8IYS2	KIAA2013
Q8IYW5	RNF168
Q8IZ41	RASEF
Q8IZC4	RTKN2
Q8IZY2	ABCA7
G3V2B0	MPP5
D6RBJ0	GUF1
E7ETN6	MAP4K4
Q8N4G2	ARL14
Q8N531	FBXL6
Q8N5G2	MACO1
F5H510	RNF10
Q8N697	SLC15A4
Q8NA72	POC5
Q8NB49	ATP11C
Q5JUH4	UBAC2
E5RG15	TTC13
H0YN65	CHST14
Q8ND90	PNMA1
H0YJJ2	TDRD9
Q8NDZ4	DIPK2A
Q8NE01	CNNM3
